ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_175	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	100	93	93	93	93	93	20
Seq_176	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas_butyriciproducens(RS_GCF_004154955_1)	100	95	95	90	88	81	78
Seq_177	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	DMER64	DMER64_sp001512865(GB_GCA_001512865_1)	100	100	100	68	60	56	56
Seq_178	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	92	92	81	60	60	57
Seq_179	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	90	90	78	45	45	45
Seq_180	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	DSM-24629	Natranaerovirga	NA	100	98	98	98	55	55	41
Seq_181	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	87	87	70	14	14	7
Seq_182	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	100	100	97	96	16	14
Seq_183	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Azobacteroidaceae	Symbiothrix	Symbiothrix_dinenymphae(GB_GCA_001417715_1)	100	100	100	97	53	53	53
Seq_184	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	100	98	98	83	49	49	49
Seq_185	Bacteria	Firmicutes	Bacilli	RFN20	CAG-826	NA	NA	100	99	99	75	65	46	46
Seq_186	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	NA	100	100	100	100	100	100	2
Seq_187	Bacteria	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	UBA1067	UBA1067_sp004551905(GB_GCA_004551905_1)	100	95	95	93	93	93	81
Seq_188	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium_cocleatum(RS_GCF_900102365_1)	100	100	100	100	100	100	91
Seq_189	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	54	54	20	20
Seq_190	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	100	100	10
Seq_191	Bacteria	NA	NA	NA	NA	NA	NA	100	13	11	11	10	10	8
Seq_192	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	100	71	71	71	71	61	7
Seq_193	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	100	100	100	96	35	34	34
Seq_194	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	85	84	84	82	57	20
Seq_195	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-08	NA	100	99	99	71	55	55	26
Seq_196	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Massilibacteroides	Massilibacteroides_vaginae(RS_GCF_900178525_1)	100	100	100	100	100	67	67
Seq_197	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Geminisphaera	Geminisphaera_colitermitum(RS_GCF_000171235_2)	100	100	100	100	100	100	100
Seq_198	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA	100	100	100	100	87	40	35
Seq_199	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	100	98	84	27	27	27
Seq_200	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	98	98	56	56	32	15
Seq_201	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas_butyriciproducens(RS_GCF_004154955_1)	100	98	98	95	85	80	71
Seq_202	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	82	81	81	81	81	81
Seq_203	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	98	97	39	39
Seq_204	Bacteria	Spirochaetota	GWE2-31-10	GWE2-31-10	GWE2-31-10	GWE2-31-10	GWE2-31-10_sp001829315(GB_GCA_001829315_1)	100	83	82	82	82	82	82
Seq_205	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	Firm-11	Firm-11_sp900540045(GB_GCA_900540045_1)	100	62	58	58	58	58	58
Seq_206	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	NA	NA	100	100	100	100	100	43	43
Seq_207	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	97	97	89	49	49	43
Seq_208	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	NA	100	100	100	94	92	85	46
Seq_209	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA	100	79	79	79	77	25	25
Seq_210	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	H1	H1_sp001653155(RS_GCF_001653155_1)	100	100	100	97	94	92	92
Seq_211	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	78	16	16	16	16	16
Seq_212	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	NA	100	100	100	100	100	100	38
Seq_213	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Azobacteroidaceae	Symbiothrix	Symbiothrix_dinenymphae(GB_GCA_001417715_1)	100	100	100	99	59	59	59
Seq_214	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	NA	NA	NA	100	100	100	95	25	12	12
Seq_215	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	100	99	99	99	22	22	21
Seq_216	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Uliginosibacterium	Uliginosibacterium_carminicum(RS_GCF_002284945_1)	100	100	100	100	100	98	98
Seq_217	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus_sp003402535(RS_GCF_003402535_1)	100	100	100	100	100	100	51
Seq_218	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	100	49	49
Seq_219	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	98	98	93	47	47	29
Seq_220	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	NA	100	100	100	100	100	86	9
Seq_221	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	95	95	82	50	50	50
Seq_222	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	62	61	33	26	20	13
Seq_223	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	99	98	70	31	31	31
Seq_224	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	55	40	40	39	39	39
Seq_225	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	MZ-XQ	NA	100	94	94	89	74	65	30
Seq_226	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_legallii_A(RS_GCF_900102485_1)	100	85	85	85	84	70	62
Seq_227	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dielma	NA	100	100	100	100	100	68	40
Seq_228	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_T	Clostridium_T_intestinale(RS_GCF_900130055_1)	100	100	100	100	100	100	100
Seq_229	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	DMER64	DMER64_sp001512865(GB_GCA_001512865_1)	100	100	100	83	80	77	77
Seq_230	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	57	49	49	49	49	49
Seq_231	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	98	98	41	41
Seq_232	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas_butyriciproducens(RS_GCF_004154955_1)	100	99	99	99	87	56	55
Seq_233	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	100	100	71	71	71	71
Seq_234	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	24	24
Seq_235	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	100	100	100	31	31	30	26
Seq_236	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis_sp002998355(RS_GCF_002998355_1)	100	85	83	79	66	66	65
Seq_237	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA	100	100	100	100	100	100	3
Seq_238	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	99	99	99	88	88	87
Seq_239	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	75	75	29	16	8	8
Seq_240	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	49	36
Seq_241	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	99	99	30	30
Seq_242	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	100	100	100	99	31	27
Seq_243	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	UBA721	UBA721_sp002348315(GB_GCA_002348315_1)	100	97	97	95	88	86	86
Seq_244	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA	100	100	100	87	53	37	37
Seq_245	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	Marseille-P3106_sp900169975(RS_GCF_900169975_1)	100	98	98	96	86	84	84
Seq_246	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	99	99	99	98	66	17
Seq_247	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	65	48	30	29	12	12
Seq_248	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	81	80	71	19	19	12
Seq_249	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	NA	100	95	95	95	92	53	33
Seq_250	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1394	UBA1394_sp900066845(GB_GCA_900066845_1)	100	100	100	100	100	60	60
Seq_251	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	100	100	100	80	26	24	24
Seq_252	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	100	99	96	46	46	42
Seq_253	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	NA	NA	100	100	100	98	50	37	37
Seq_254	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_F	Ruminococcus_F_champanellensis(RS_GCF_000210095_1)	100	100	100	100	100	79	79
Seq_255	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	94	93	89	40	24	24
Seq_256	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	NA	100	99	99	93	84	63	48
Seq_257	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	99	99	80	72	59	42
Seq_258	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas_alginatilytica(RS_GCF_003201355_1)	100	100	100	100	100	100	100
Seq_259	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas_macrotermitis(RS_GCF_900128985_1)	100	100	100	100	51	51	50
Seq_260	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	96	96	87	38	38	34
Seq_261	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_sp004522175(RS_GCF_004522175_1)	100	100	100	100	100	96	81
Seq_262	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	89	88	67	41	41	40
Seq_263	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	99	96	28	15
Seq_264	Bacteria	Desulfobacterota	Desulfarculia	Adiutricales	Adiutricaceae	Adiutrix	Adiutrix_intracellularis(GB_GCA_001577715_1)	100	100	100	100	100	100	100
Seq_265	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	100	100	100	99	29	29	25
Seq_266	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	97	97	96	75	41	39
Seq_267	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	100	100	100	99	46	46	44
Seq_268	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	100	32	17
Seq_269	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E_siraeum(RS_GCF_000154325_1)	100	100	100	95	95	90	90
Seq_270	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_neonati(RS_GCF_000499785_1)	100	100	100	100	100	100	70
Seq_271	Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA	NA	100	95	95	95	40	40	21
Seq_272	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	85	85	73	41	17	17
Seq_273	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis_sp002998355(RS_GCF_002998355_1)	100	89	87	85	78	78	62
Seq_274	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	93	93	37	12	12	12
Seq_275	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella_A	NA	100	100	100	100	100	55	29
Seq_276	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	100	100	13	13	13	13	13
Seq_277	Bacteria	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	UBA1067	NA	99	74	74	66	66	66	44
Seq_278	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	UBA953	W0P29-029	W0P29-029_sp004558035(GB_GCA_004558035_1)	100	100	100	100	98	90	90
Seq_279	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	96	96	96	92	92	91
Seq_280	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	96	96	90	77	77	65
Seq_281	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	33	29
Seq_282	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Ereboglobus	NA	100	99	99	99	99	82	46
Seq_283	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter_sp000017505(RS_GCF_000017505_1)	100	98	98	98	91	91	76
Seq_284	Bacteria	NA	NA	NA	NA	NA	NA	100	29	23	23	23	13	5
Seq_285	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Beduini	Beduini_massiliensis(RS_GCF_000829905_1)	100	99	99	94	91	61	61
Seq_286	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	100	100	100	100	100	100	12
Seq_287	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Massilibacteroides	Massilibacteroides_vaginae(RS_GCF_900178525_1)	100	100	100	100	100	72	72
Seq_288	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Aminomonas	Aminomonas_paucivorans(RS_GCF_000165795_1)	100	94	94	94	92	52	52
Seq_289	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	NA	100	100	100	100	100	100	7
Seq_290	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Lawsonella	Lawsonella_clevelandensis_A(GB_GCA_003241315_1)	100	100	100	100	100	100	52
Seq_291	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	DSM-24629	Natranaerovirga	NA	100	97	97	90	59	59	49
Seq_292	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	99	99	99	99	99	99
Seq_293	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	Intestinimonas_butyriciproducens(RS_GCF_004154955_1)	100	98	98	98	84	60	58
Seq_294	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	82	82	82	82	82	82
Seq_295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	100	100	100	88	36	34	34
Seq_296	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA	100	54	49	49	49	49	49
Seq_297	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	DSM-24629	Natranaerovirga	Natranaerovirga_hydrolytica(RS_GCF_004339095_1)	100	100	100	100	78	78	66
Seq_298	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	Marseille-P3106_sp900169975(RS_GCF_900169975_1)	100	99	98	97	86	83	83
Seq_299	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	98	98	98	48	48	41
Seq_300	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	91	91	76	49	49	49
Seq_301	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	UBA953	W0P29-029	W0P29-029_sp004558035(GB_GCA_004558035_1)	100	99	99	99	84	65	65
Seq_302	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	NA	NA	NA	100	80	57	57	47	47	47
Seq_303	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	99	99	96	64	64	64
Seq_304	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	100	85	85	36	27	23	23
Seq_305	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	NA	100	100	100	100	100	79	25
Seq_306	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	100	100	97	39	18	18
Seq_307	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	99	99	47	46
Seq_308	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Frigididesulfovibrio	Frigididesulfovibrio_litoralis(RS_GCF_900143255_1)	100	84	84	84	82	71	65
Seq_309	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	NA	NA	100	99	99	96	50	28	28
Seq_310	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	100	100	89	89	89	89
Seq_311	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	96	96	79	26	26	26
Seq_312	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	NA	NA	100	100	100	100	98	45	45
Seq_313	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	25	25
Seq_314	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	99	99	82	68	56	31
Seq_315	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	99	97	97	97	40	40
Seq_316	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_neopropionicum(RS_GCF_001571775_1)	100	97	97	79	59	59	57
Seq_317	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	NA	100	96	92	53	53	53	32
Seq_318	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	NA	NA	100	100	100	100	100	36	15
Seq_319	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	92	87	74	42	22	21
Seq_320	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	NA	NA	NA	100	99	99	96	13	13	13
Seq_321	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Apibacter	Apibacter_sp004014855(RS_GCF_004014855_1)	100	100	100	100	98	98	75
Seq_322	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	73	72	72	72	72	72
Seq_323	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	89	89	78	32	32	21
Seq_324	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA	100	80	73	30	29	6	6
Seq_325	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	NA	NA	100	100	100	66	53	35	13
Seq_326	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS363	UMGS363_sp900541495(GB_GCA_900541495_1)	100	100	100	100	100	97	97
Seq_327	Bacteria	NA	NA	NA	NA	NA	NA	100	25	25	25	25	25	25
Seq_328	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus(RS_GCF_002874775_1)	100	100	100	100	100	100	100
Seq_329	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	100	100	100	100	100	98	40
Seq_330	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Crenobacter	Crenobacter_luteus(RS_GCF_004345725_1)	100	100	100	98	56	56	56
Seq_331	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100	49
Seq_332	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	NA	NA	100	100	100	86	59	30	24
Seq_333	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	100	100	100	94	26	26	17
Seq_334	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	OEMS01_sp900199405(RS_GCF_900199405_1)	100	64	60	60	57	57	57
Seq_335	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	NA	100	100	100	100	100	64	27
Seq_336	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	NA	100	100	100	85	61	59	33
Seq_337	Bacteria	Firmicutes_A	Clostridia	Acetivibrionales	Acetivibrionaceae	Acetivibrio	Acetivibrio_cellulolyticus(RS_GCF_000179595_2)	100	99	99	95	95	83	80
Seq_338	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA	100	100	100	100	100	44	44
Seq_339	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA	100	93	93	83	48	48	43
Seq_340	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Marseille-P3106	Marseille-P3106_sp900169975(RS_GCF_900169975_1)	100	97	97	97	89	85	85
Seq_341	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	95	95	81	68	16	15
Seq_342	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	100	92	92	92	92	92	17
Seq_343	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	100	100	100	30	30	23	23
Seq_344	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Frigididesulfovibrio	Frigididesulfovibrio_litoralis(RS_GCF_900143255_1)	100	96	96	96	95	85	85
Seq_345	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Azobacteroidaceae	Symbiothrix	Symbiothrix_dinenymphae(GB_GCA_001417715_1)	100	100	100	100	50	50	50
Seq_346	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	AM07-15_sp003477405(RS_GCF_003477405_1)	100	98	98	96	71	69	69
Seq_347	Bacteria	Verrucomicrobiota_A	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Rubidus	Rubidus_massiliensis(GB_GCA_000756735_1)	100	100	100	100	99	81	81
Seq_348	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA	100	96	95	80	57	57	44
Seq_349	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	NA	NA	NA	100	96	96	57	33	33	32
Seq_350	Bacteria	NA	NA	NA	NA	NA	NA	100	39	28	28	28	28	23
Seq_351	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA	100	51	49	49	39	11	7
Seq_352	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Cellulomonadaceae	Cellulomonas	NA	100	100	100	100	77	59	37
Seq_353	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	NA	100	100	100	100	100	90	26
Seq_354	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes	Muricomes_sp000509105(RS_GCF_000509105_1)	100	100	100	100	100	96	51
Seq_355	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus_nantongensis(RS_GCF_001598055_1)	100	100	100	100	100	99	59
Seq_356	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Massilibacteroides	Massilibacteroides_vaginae(RS_GCF_900178525_1)	100	100	100	100	98	67	67
Seq_357	Bacteria	Firmicutes	Bacilli	RFN20	CAG-826	RUG131	RUG131_sp900315885(GB_GCA_900315885_1)	100	99	99	99	99	99	99
Seq_358	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	NA	NA	NA	100	100	100	99	34	6	6
Seq_359	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA	100	100	100	51	40	35	6
