ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_198	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	NA	100	100	100	100	99	85	84
Seq_199	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	95	87	85	71	71
Seq_200	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CR-115	NA	NA	100	100	100	97	92	92	92
Seq_201	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	butyriciproducens	100	100	95	92	75	55	50
Seq_202	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	98	97	97	97	97
Seq_203	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	27	27
Seq_204	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	M2PT2-76 termite group	NA	100	96	96	96	96	96	96
Seq_205	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	98	98	98	98	98
Seq_206	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Herbiconiux	NA	100	100	100	100	100	81	81
Seq_207	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	96	95	92	85	52	52
Seq_208	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	96	95	95	45
Seq_209	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	99	99	99	98	72	69
Seq_210	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA	100	100	100	100	99	53	53
Seq_211	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	100	83	27	27	27	26
Seq_212	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	tropica	100	100	100	100	100	100	91
Seq_213	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Candidatus Symbiothrix	NA	100	100	100	98	97	52	46
Seq_214	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA	NA	100	100	100	90	13	13	13
Seq_215	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA	100	100	100	100	95	89	89
Seq_216	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Uliginosibacterium	NA	100	100	100	100	100	77	77
Seq_217	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	taiwanensis	100	100	100	100	100	100	53
Seq_218	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	100	100	100	100	99	98	75
Seq_219	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	97	96	85	85
Seq_220	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	timonae	100	100	100	100	100	99	97
Seq_221	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	87	87	77	75	71	71
Seq_222	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	82	72	38	38	37	37
Seq_223	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	100	100	100
Seq_224	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	98	98	98	98
Seq_225	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	T2WK15B57	NA	100	96	95	93	93	54	54
Seq_226	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	100	100	100	100	92	46
Seq_227	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dielma	NA	100	100	100	100	100	92	87
Seq_228	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 3	NA	100	100	100	100	100	100	99
Seq_229	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	M2PB4-61 termite group	NA	100	100	100	98	95	92	92
Seq_230	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	99	99	99	99
Seq_231	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	37	12
Seq_232	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	100	100	77	33	31
Seq_233	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	100	100	98	76	76	76	60
Seq_234	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	38	35
Seq_235	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA	100	100	100	41	41	41	33
Seq_236	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA	NA	100	100	100	100	99	99	99
Seq_237	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	NA	100	100	100	100	100	100	97
Seq_238	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	98	86	83	52	52
Seq_239	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	97	97	87	85	85	85
Seq_240	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	28	28
Seq_241	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	16	16
Seq_242	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	100	100	100	94	17	11
Seq_243	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Termite planctomycete cluster	NA	100	100	100	100	100	100	100
Seq_244	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA	100	100	100	100	99	61	61
Seq_245	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	95	94	92	39	20	16
Seq_246	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	100	100	100	100	95	68
Seq_247	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	80	75	55	55	55	55
Seq_248	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	92	92	86	83	79	79
Seq_249	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	100	100	100	100	97	86
Seq_250	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	100	100	100	100	100	100	91
Seq_251	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA	100	100	100	94	82	82	82
Seq_252	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	99	87	87	53	53
Seq_253	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	98	97	95	88	88
Seq_254	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	100	100	100	100	100	100	44
Seq_255	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	98	97	89	89	54	54
Seq_256	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	95	95	84	78
Seq_257	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	100	100	100	100
Seq_258	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	alginatilytica	100	100	100	100	100	98	64
Seq_259	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA	100	100	100	100	99	54	54
Seq_260	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	97	95	84	53	22	7
Seq_261	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA	100	100	100	100	100	100	36
Seq_262	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	94	78	77	70	70
Seq_263	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	96	24	24
Seq_264	Bacteria	Rs-K70 termite group	NA	NA	NA	NA	NA	100	100	100	100	100	100	100
Seq_265	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	99	99	99	99	49	49	47
Seq_266	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	99	97	79	28	26
Seq_267	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA	100	100	100	99	99	79	79
Seq_268	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA	100	100	100	100	56	24	20
Seq_269	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	NA	100	100	100	98	96	82	68
Seq_270	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	100	100	100	100	100	100	74
Seq_271	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA	100	100	100	100	100	98	98
Seq_272	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	97	96	93	73	66	66
Seq_273	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA	NA	100	83	82	76	75	58	58
Seq_274	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	95	93	33	15	14	14
Seq_275	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	michiganensis	100	100	100	100	100	56	56
Seq_276	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	veronii	100	100	100	100	100	100	83
Seq_277	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA	100	94	94	94	94	94	94
Seq_278	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	NA	100	100	100	71	71	71	71
Seq_279	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	99	96	88	88
Seq_280	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	97	90	80	80
Seq_281	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	39	39
Seq_282	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Ereboglobus	NA	100	100	100	100	100	98	98
Seq_283	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	NA	100	96	93	93	85	85	81
Seq_284	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	99	50	42	19	19	15	15
Seq_285	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	NA	NA	100	99	98	89	68	39	23
Seq_286	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	resinovorum	100	100	100	100	100	99	92
Seq_287	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA	100	100	100	100	98	52	40
Seq_288	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	NA	NA	100	86	86	86	86	37	37
Seq_289	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	100	100	100	100	100	100	40
Seq_290	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	clevelandensis	100	100	100	100	100	100	80
Seq_291	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	97	97	94	91	52	52
Seq_292	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	98	98	98	98
Seq_293	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	butyriciproducens	100	100	97	97	75	61	58
Seq_294	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	93	93	93	93	93
Seq_295	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA	100	100	100	100	99	99	99
Seq_296	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	97	96	95	95	95	95
Seq_297	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	99	96	96	60	60
Seq_298	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	100	99	98	49	26	17
Seq_299	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	99	83	83
Seq_300	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	95	95	81	72	61	61
Seq_301	Bacteria	Verrucomicrobiota	Verrucomicrobiae	NA	NA	NA	NA	100	96	96	61	61	61	61
Seq_302	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	100	91	77	37	37	37	37
Seq_303	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	98	94	92	90	90
Seq_304	Bacteria	Firmicutes	Bacilli	RsaHf231	NA	NA	NA	100	100	100	100	100	100	100
Seq_305	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA	100	100	100	100	100	66	60
Seq_306	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	95	77	77
Seq_307	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	99	99	50	50
Seq_308	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	100	100	100	99	99	70
Seq_309	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	98	97	91	91	75	75
Seq_310	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA	100	100	100	93	93	93	71
Seq_311	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	97	81	81	65	65
Seq_312	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA	NA	100	100	100	100	100	33	33
Seq_313	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	28	28
Seq_314	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	75	75	70	63
Seq_315	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	100	98	97	92	76	28	22
Seq_316	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	99	95	95	74	74
Seq_317	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA	100	97	92	69	44	44	44
Seq_318	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	100	100	100	100	100	16	16
Seq_319	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	91	86	56	53	43	43
Seq_320	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Termite planctomycete cluster	NA	100	100	100	100	100	100	100
Seq_321	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Apibacter	NA	100	100	100	98	97	97	60
Seq_322	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	100	100	100	100
Seq_323	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	89	87	83	82	71	71
Seq_324	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA	100	98	96	89	89	89	89
Seq_325	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	NA	100	100	100	57	57	57	31
Seq_326	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	100	100	100	100	98	97	96
Seq_327	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	100	100	100	100	100	100	76
Seq_328	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	pectinilyticus	100	100	100	95	95	95	67
Seq_329	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	100	100	100	100	100	100	70
Seq_330	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA	100	98	98	93	39	30	30
Seq_331	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	100	22
Seq_332	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	88	81	59	6
Seq_333	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	100	100	100	89	29	29	15
Seq_334	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	100	100	99	99	99	99
Seq_335	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	45	41
Seq_336	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	NA	100	100	100	95	84	69	69
Seq_337	Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	NA	NA	NA	100	99	94	76	40	40	40
Seq_338	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	NA	100	100	100	100	99	92	92
Seq_339	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	NA	100	100	100	100	100	100	100
Seq_340	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	97	96	96	47	25	20
Seq_341	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	96	95	78	77	61	61
Seq_342	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	bereziniae	100	100	100	100	100	100	74
Seq_343	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rs-E47 termite group	NA	NA	100	99	99	87	83	83	83
Seq_344	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	98	98	98	98	98	36
Seq_345	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA	100	100	100	100	99	71	71
Seq_346	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA	100	97	93	93	41	38	38
Seq_347	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA	100	100	100	100	100	42	42
Seq_348	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	96	96	91	88	68	68
Seq_349	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	95	92	73	73	39	39
Seq_350	Bacteria	Firmicutes	NA	NA	NA	NA	NA	100	96	42	42	42	25	25
Seq_351	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	100	77	77	77	75	72	64
Seq_352	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	NA	100	100	100	90	66	66	37
Seq_353	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	xylosoxidans	100	100	100	100	100	69	68
Seq_354	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] fissicatena group	NA	100	100	100	100	100	68	68
Seq_355	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	taiwanensis	100	100	100	100	100	100	70
Seq_356	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA	100	100	100	100	98	55	45
Seq_357	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004	NA	100	99	99	99	99	99	99
Seq_358	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	100	100	100	93	68	19	19
Seq_359	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	NA	100	100	100	52	52	52	15
Seq_360	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	100	100	100	100
Seq_361	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	fonticola	100	100	100	100	98	65	65
Seq_362	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	97	97	88	88	75	75
Seq_363	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	pittii	100	100	100	100	100	100	84
Seq_364	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Gottschalkia	NA	NA	100	100	100	100	100	100	100
Seq_365	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Oerskovia	NA	100	100	100	100	97	96	96
Seq_366	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA	100	100	100	100	98	98	98
Seq_367	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	98	98	91	88	63	63
Seq_368	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	vadinHA21	NA	NA	100	100	100	100	100	100	100
Seq_369	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	99	98	96	96	96	96
Seq_370	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	100	100	100	100	98	98
Seq_371	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	99	86	28	23
Seq_372	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	97	97	95	40	39
Seq_373	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	NA	100	99	99	99	66	58	58
Seq_374	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	saprophyticus	100	100	100	100	100	100	78
Seq_375	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	vesicularis	100	100	100	100	100	100	100
Seq_376	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	100	100	100	100	92	70
Seq_377	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Candidatus Symbiothrix	NA	100	100	100	100	92	83	79
Seq_378	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	99	98	93	93	88	88
Seq_379	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA	NA	100	100	100	100	100	60	60
Seq_380	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA	100	100	100	99	96	66	66
Seq_381	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	77	20	8
Seq_382	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	NA	100	99	99	97	94	53	37
Seq_383	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	100	100	100	99	97	97	53
Seq_384	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	100	100	84	49	36
Seq_385	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA	100	100	99	99	97	43	43
Seq_386	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA	NA	100	100	100	98	96	94	94
Seq_387	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	NA	100	100	100	100	100	51	38
Seq_388	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	NA	NA	100	100	100	100	70	43	19
Seq_389	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	99	99	99	99	99	99
Seq_390	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	3M1PL1-52 termite group	NA	NA	100	100	100	98	60	60	60
Seq_391	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA	100	98	98	96	95	63	63
Seq_392	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA	100	100	100	100	100	96	96
Seq_393	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	98	95	95	95	95	95
Seq_394	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	NA	NA	NA	100	98	98	83	31	31	31
Seq_395	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	98	98	98	98	98	98
Seq_396	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	100	100	32	16
Seq_397	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	96	95	23	23	18	12
